Tabel 2.  Gemiddeld aantal personenauto's per huishouden naar wijk, 1 januari 2023;;;;;
;;;;;
Wijknaam  ;Wijkcode ;Gemeentenaam;Gemeentecode ;Personenauto's per huishouden (afgerond);
Oldemarkt;WK170802  ;Steenwijkerland                         ;GM1708;1,3;
Kalenberg;WK170803  ;Steenwijkerland                         ;GM1708;1,2;
Kuinre;WK170804  ;Steenwijkerland                         ;GM1708;1,3;
Blankenham;WK170805  ;Steenwijkerland                         ;GM1708;1,6;
Scheerwolde;WK170806  ;Steenwijkerland                         ;GM1708;1,4;
Vollenhove;WK170807  ;Steenwijkerland                         ;GM1708;1,2;
Sint Jansklooster;WK170808  ;Steenwijkerland                         ;GM1708;1,4;
Belt-Schutsloot;WK170810  ;Steenwijkerland                         ;GM1708;1,4;
Wanneperveen;WK170811  ;Steenwijkerland                         ;GM1708;1,3;
Blokzijl;WK170816  ;Steenwijkerland                         ;GM1708;1,2;
Giethoorn;WK170817  ;Steenwijkerland                         ;GM1708;1,3;
Zuidveen;WK170818  ;Steenwijkerland                         ;GM1708;1,3;
Onna;WK170819  ;Steenwijkerland                         ;GM1708;1,6;
Kallenkote;WK170820  ;Steenwijkerland                         ;GM1708;1,8;
Eesveen;WK170821  ;Steenwijkerland                         ;GM1708;1,3;
De Bult;WK170822  ;Steenwijkerland                         ;GM1708;0,8;
Baars;WK170823  ;Steenwijkerland                         ;GM1708;1,2;
Witte Paarden;WK170824  ;Steenwijkerland                         ;GM1708;1,3;
De Pol;WK170825  ;Steenwijkerland                         ;GM1708;1,1;
Willemsoord;WK170826  ;Steenwijkerland                         ;GM1708;1,5;
Marijenkampen;WK170827  ;Steenwijkerland                         ;GM1708;1,5;
Tuk;WK170828  ;Steenwijkerland                         ;GM1708;1,3;
Steenwijkerwold;WK170829  ;Steenwijkerland                         ;GM1708;1,2;
Basse;WK170830  ;Steenwijkerland                         ;GM1708;1,5;
Paasloo;WK170831  ;Steenwijkerland                         ;GM1708;1,5;
IJsselham;WK170832  ;Steenwijkerland                         ;GM1708;.;
Ossenzijl;WK170833  ;Steenwijkerland                         ;GM1708;1,4;
Wetering;WK170834  ;Steenwijkerland                         ;GM1708;1,6;
Nederland;WK170835  ;Steenwijkerland                         ;GM1708;.;
Baarlo;WK170836  ;Steenwijkerland                         ;GM1708;.;
Wijk 00 Zevenbergen;WK170900  ;Moerdijk                                ;GM1709;1,1;
Wijk 01 Zevenbergschen Hoek;WK170901  ;Moerdijk                                ;GM1709;1,3;
Wijk 02 Langeweg;WK170902  ;Moerdijk                                ;GM1709;1,3;
Wijk 03 Klundert;WK170903  ;Moerdijk                                ;GM1709;1,2;
Wijk 04 Moerdijk;WK170904  ;Moerdijk                                ;GM1709;1,2;
Wijk 05 Noordhoek;WK170905  ;Moerdijk                                ;GM1709;1,5;
Wijk 06 Standdaarbuiten;WK170906  ;Moerdijk                                ;GM1709;1,4;
Wijk 07 Fijnaart;WK170907  ;Moerdijk                                ;GM1709;1,2;
Wijk 08 Heijningen;WK170908  ;Moerdijk                                ;GM1709;1,3;
Wijk 09 Willemstad;WK170909  ;Moerdijk                                ;GM1709;1,2;
Wijk 10 Helwijk;WK170910  ;Moerdijk                                ;GM1709;1,2;
Wijk 01 Susteren;WK171101  ;Echt-Susteren                           ;GM1711;1,2;
Wijk 02 Dieteren;WK171102  ;Echt-Susteren                           ;GM1711;1,4;
Wijk 03 Heide;WK171103  ;Echt-Susteren                           ;GM1711;1,3;
Wijk 04 Roosteren;WK171104  ;Echt-Susteren                           ;GM1711;1,4;
Wijk 05 Echt;WK171105  ;Echt-Susteren                           ;GM1711;1,1;
Wijk 06 Maria Hoop;WK171106  ;Echt-Susteren                           ;GM1711;1,4;
Wijk 07 Peij;WK171107  ;Echt-Susteren                           ;GM1711;1,2;
Wijk 08 Slek;WK171108  ;Echt-Susteren                           ;GM1711;1,4;
Wijk 09 Nieuwstadt;WK171109  ;Echt-Susteren                           ;GM1711;1,4;
Wijk 10 Sint Joost;WK171110  ;Echt-Susteren                           ;GM1711;1,5;
Wijk 11 Koningsbosch;WK171111  ;Echt-Susteren                           ;GM1711;1,5;
Wijk 00 Sluis;WK171400  ;Sluis                                   ;GM1714;1,0;
Wijk 01 Retranchement;WK171401  ;Sluis                                   ;GM1714;1,2;
Wijk 02 Aardenburg;WK171402  ;Sluis                                   ;GM1714;1,1;
Wijk 03 Eede;WK171403  ;Sluis                                   ;GM1714;1,3;
Wijk 04 Sint Kruis;WK171404  ;Sluis                                   ;GM1714;1,6;
Wijk 05 Oostburg;WK171405  ;Sluis                                   ;GM1714;1,0;
Wijk 06 Zuidzande;WK171406  ;Sluis                                   ;GM1714;1,2;
Wijk 07 Cadzand;WK171407  ;Sluis                                   ;GM1714;1,1;
Wijk 08 Nieuwvliet;WK171408  ;Sluis                                   ;GM1714;1,2;
Wijk 09 Groede;WK171409  ;Sluis                                   ;GM1714;1,2;
Wijk 10 Breskens;WK171410  ;Sluis                                   ;GM1714;1,1;
Wijk 11 Hoofdplaat;WK171411  ;Sluis                                   ;GM1714;1,3;
Wijk 12 IJzendijke;WK171412  ;Sluis                                   ;GM1714;1,3;
Wijk 13 Schoondijke;WK171413  ;Sluis                                   ;GM1714;1,2;
Wijk 14 Waterlandkerkje;WK171414  ;Sluis                                   ;GM1714;1,4;
Drimmelen;WK171901  ;Drimmelen                               ;GM1719;1,4;
Made;WK171902  ;Drimmelen                               ;GM1719;1,2;
Terheijden;WK171903  ;Drimmelen                               ;GM1719;1,2;
Wagenberg;WK171904  ;Drimmelen                               ;GM1719;1,4;
Hooge Zwaluwe en Zevenbergschen Hoek;WK171905  ;Drimmelen                               ;GM1719;1,3;
Lage Zwaluwe;WK171906  ;Drimmelen                               ;GM1719;1,2;
Kern Heesch;WK172101  ;Bernheze                                ;GM1721;1,2;
Kern Heeswijk-Dinther;WK172102  ;Bernheze                                ;GM1721;1,3;
Kern Nistelrode;WK172103  ;Bernheze                                ;GM1721;1,2;
Buitengebied Heesch;WK172104  ;Bernheze                                ;GM1721;1,4;
Buitengebied Heeswijk-Dinther;WK172105  ;Bernheze                                ;GM1721;1,3;
Buitengebied Nistelrode;WK172106  ;Bernheze                                ;GM1721;1,4;
Alphen;WK172301  ;Alphen-Chaam                            ;GM1723;1,4;
Chaam;WK172302  ;Alphen-Chaam                            ;GM1723;1,4;
Strijbeek;WK172303  ;Alphen-Chaam                            ;GM1723;1,4;
Galder;WK172304  ;Alphen-Chaam                            ;GM1723;1,4;
Ulvenhout AC;WK172305  ;Alphen-Chaam                            ;GM1723;1,5;
Bavel AC;WK172306  ;Alphen-Chaam                            ;GM1723;.;
Wijk 00 Bergeijk 't Hof;WK172400  ;Bergeijk                                ;GM1724;1,2;
Wijk 01 Weebosch;WK172401  ;Bergeijk                                ;GM1724;1,5;
Wijk 02 Luyksgestel;WK172402  ;Bergeijk                                ;GM1724;1,4;
Wijk 03 Riethoven;WK172403  ;Bergeijk                                ;GM1724;1,5;
Wijk 04 Westerhoven;WK172404  ;Bergeijk                                ;GM1724;1,3;
Wijk 05 Bergeijk 't Loo;WK172405  ;Bergeijk                                ;GM1724;1,2;
Wijk 06 Buitengebied;WK172406  ;Bergeijk                                ;GM1724;1,2;
Wijk 00 Bladel;WK172800  ;Bladel                                  ;GM1728;1,2;
Wijk 01 Netersel;WK172801  ;Bladel                                  ;GM1728;1,5;
Wijk 02 Hapert;WK172802  ;Bladel                                  ;GM1728;1,3;
Wijk 03 Hoogeloon;WK172803  ;Bladel                                  ;GM1728;1,4;
Wijk 04 Casteren;WK172804  ;Bladel                                  ;GM1728;1,5;
Wijk 00 Gulpen;WK172900  ;Gulpen-Wittem                           ;GM1729;1,1;
Wijk 01 Wijlre;WK172901  ;Gulpen-Wittem                           ;GM1729;1,2;
Wijk 02 Eys;WK172902  ;Gulpen-Wittem                           ;GM1729;1,4;
Wijk 03 Wittem;WK172903  ;Gulpen-Wittem                           ;GM1729;1,3;
Wijk 04 Mechelen;WK172904  ;Gulpen-Wittem                           ;GM1729;1,3;
Wijk 05 Epen;WK172905  ;Gulpen-Wittem                           ;GM1729;1,3;
Wijk 06 Slenaken;WK172906  ;Gulpen-Wittem                           ;GM1729;1,3;
Wijk 00 Zuidlaren;WK173000  ;Tynaarlo                                ;GM1730;1,2;
Wijk 01 De Groeve;WK173001  ;Tynaarlo                                ;GM1730;1,6;
Wijk 02 Zuidlaarderveen;WK173002  ;Tynaarlo                                ;GM1730;1,7;
Wijk 03 Midlaren;WK173003  ;Tynaarlo                                ;GM1730;1,4;
Wijk 04 Westlaren;WK173004  ;Tynaarlo                                ;GM1730;1,2;
Wijk 05 Schuilingsoord;WK173005  ;Tynaarlo                                ;GM1730;1,3;
Wijk 06 Paterswolde;WK173006  ;Tynaarlo                                ;GM1730;1,2;
Wijk 07 Eelde;WK173007  ;Tynaarlo                                ;GM1730;1,1;
Wijk 08 Eelderwolde;WK173008  ;Tynaarlo                                ;GM1730;1,3;
Wijk 09 Vries;WK173009  ;Tynaarlo                                ;GM1730;1,2;
Wijk 10 Donderen;WK173010  ;Tynaarlo                                ;GM1730;1,6;
Wijk 11 Bunne;WK173011  ;Tynaarlo                                ;GM1730;1,6;
Wijk 12 Yde;WK173012  ;Tynaarlo                                ;GM1730;1,4;
Wijk 13 Tynaarlo;WK173013  ;Tynaarlo                                ;GM1730;1,3;
Wijk 14 Zeegse;WK173014  ;Tynaarlo                                ;GM1730;1,4;
Wijk 15 Zeijen;WK173015  ;Tynaarlo                                ;GM1730;1,5;
Wijk 00 Beilen;WK173100  ;Midden-Drenthe                          ;GM1731;1,1;
Wijk 01 Hijken;WK173101  ;Midden-Drenthe                          ;GM1731;1,5;
Wijk 02 Hooghalen;WK173102  ;Midden-Drenthe                          ;GM1731;1,4;
Wijk 03 Wijster;WK173103  ;Midden-Drenthe                          ;GM1731;1,4;
Wijk 04 Spier;WK173104  ;Midden-Drenthe                          ;GM1731;1,3;
Wijk 05 Drijber;WK173105  ;Midden-Drenthe                          ;GM1731;1,3;
Wijk 06 Smilde;WK173106  ;Midden-Drenthe                          ;GM1731;1,2;
Wijk 07 Bovensmilde;WK173107  ;Midden-Drenthe                          ;GM1731;1,3;
Wijk 08 Hoogersmilde;WK173108  ;Midden-Drenthe                          ;GM1731;1,4;
Wijk 09 Westerbork;WK173109  ;Midden-Drenthe                          ;GM1731;1,3;
Wijk 10 Elp;WK173110  ;Midden-Drenthe                          ;GM1731;1,4;
Wijk 11 Witteveen;WK173111  ;Midden-Drenthe                          ;GM1731;1,5;
Wijk 12 Nieuw-Balinge;WK173112  ;Midden-Drenthe                          ;GM1731;1,4;
Wijk 13 Nieuweroord;WK173113  ;Midden-Drenthe                          ;GM1731;.;
Wijk 14 Zwiggelte;WK173114  ;Midden-Drenthe                          ;GM1731;1,6;
Wijk 15 Orvelte;WK173115  ;Midden-Drenthe                          ;GM1731;1,2;
Wijk 16 De Broekstreek;WK173116  ;Midden-Drenthe                          ;GM1731;1,6;
Buitengebied Elst;WK173401  ;Overbetuwe                              ;GM1734;1,4;
Elst-Zuid;WK173402  ;Overbetuwe                              ;GM1734;1,1;
Elst-Noord;WK173403  ;Overbetuwe                              ;GM1734;0,9;
De Aam;WK173404  ;Overbetuwe                              ;GM1734;1,4;
Westeraam;WK173405  ;Overbetuwe                              ;GM1734;1,2;
Elst-Oost;WK173406  ;Overbetuwe                              ;GM1734;1,3;
Oosterhout;WK173407  ;Overbetuwe                              ;GM1734;1,2;
Slijk-Ewijk;WK173408  ;Overbetuwe                              ;GM1734;1,5;
Herveld;WK173409  ;Overbetuwe                              ;GM1734;1,3;
Andelst;WK173410  ;Overbetuwe                              ;GM1734;1,3;
Kern Zetten;WK173411  ;Overbetuwe                              ;GM1734;1,2;
Buitengebied Zetten;WK173412  ;Overbetuwe                              ;GM1734;1,2;
Hemmen;WK173413  ;Overbetuwe                              ;GM1734;1,3;
Randwijk;WK173414  ;Overbetuwe                              ;GM1734;1,3;
Kern Heteren;WK173415  ;Overbetuwe                              ;GM1734;1,3;
Buitengebied Heteren;WK173416  ;Overbetuwe                              ;GM1734;1,5;
Valburg;WK173417  ;Overbetuwe                              ;GM1734;1,4;
Driel;WK173418  ;Overbetuwe                              ;GM1734;1,3;
Wijk 00 Goor;WK173500  ;Hof van Twente                          ;GM1735;1,1;
Wijk 01 De Whee II;WK173501  ;Hof van Twente                          ;GM1735;1,3;
Wijk 02 Markelo;WK173502  ;Hof van Twente                          ;GM1735;1,4;
Wijk 03 Verspr.h. Kerspel en omgeving;WK173503  ;Hof van Twente                          ;GM1735;1,3;
Wijk 04 Elsen;WK173504  ;Hof van Twente                          ;GM1735;1,4;
Wijk 05 Diepenheim;WK173505  ;Hof van Twente                          ;GM1735;1,4;
Wijk 06 Delden;WK173506  ;Hof van Twente                          ;GM1735;1,2;
Wijk 07 Overig Delden;WK173507  ;Hof van Twente                          ;GM1735;1,4;
Wijk 08 Hengevelde;WK173508  ;Hof van Twente                          ;GM1735;1,4;
Wijk 09 Bentelo;WK173509  ;Hof van Twente                          ;GM1735;1,5;
Wijk 00 Kesteren;WK174000  ;Neder-Betuwe                            ;GM1740;1,2;
Wijk 01 Echteld;WK174001  ;Neder-Betuwe                            ;GM1740;1,3;
Wijk 02 Dodewaard;WK174002  ;Neder-Betuwe                            ;GM1740;1,3;
Wijk 00 Stad Rijssen;WK174200  ;Rijssen-Holten                          ;GM1742;1,1;
Wijk 02 Buitengebied Rijssen;WK174202  ;Rijssen-Holten                          ;GM1742;1,7;
Wijk 03 Holten;WK174203  ;Rijssen-Holten                          ;GM1742;1,3;
Wijk 04 Bedrijventerrein Holten;WK174204  ;Rijssen-Holten                          ;GM1742;.;
Wijk 05 Buitengebied Holten;WK174205  ;Rijssen-Holten                          ;GM1742;1,5;
Wijk 07 Bedrijventerrein Rijssen;WK174207  ;Rijssen-Holten                          ;GM1742;1,4;
Wijk 08 Recreatiegebied De Borkeld;WK174208  ;Rijssen-Holten                          ;GM1742;1,6;
Wijk 09 Stadsrand Rijssen Noord;WK174209  ;Rijssen-Holten                          ;GM1742;1,4;
Wijk 10 Stadsrand Rijssen Zuid;WK174210  ;Rijssen-Holten                          ;GM1742;1,2;
Wijk 11 Stadsrand Rijssen Oost;WK174211  ;Rijssen-Holten                          ;GM1742;1,1;
Wijk 00 Geldrop;WK177100  ;Geldrop-Mierlo                          ;GM1771;1,1;
Wijk 01 Mierlo;WK177101  ;Geldrop-Mierlo                          ;GM1771;1,2;
Wijk 01 Olst;WK177301  ;Olst-Wijhe                              ;GM1773;1,1;
Wijk 02 Wijhe;WK177302  ;Olst-Wijhe                              ;GM1773;1,1;
Wijk 03 Wesepe;WK177303  ;Olst-Wijhe                              ;GM1773;1,6;
Wijk 04 Boskamp;WK177304  ;Olst-Wijhe                              ;GM1773;1,3;
Wijk 05 Boerhaar;WK177305  ;Olst-Wijhe                              ;GM1773;1,6;
Wijk 06 Welsum;WK177306  ;Olst-Wijhe                              ;GM1773;1,7;
Wijk 07 Den Nul;WK177307  ;Olst-Wijhe                              ;GM1773;1,5;
Wijk 08 Eikelhof;WK177308  ;Olst-Wijhe                              ;GM1773;1,2;
Wijk 09 Elshof;WK177309  ;Olst-Wijhe                              ;GM1773;1,8;
Wijk 10 Marle;WK177310  ;Olst-Wijhe                              ;GM1773;.;
Wijk 11 Middel;WK177311  ;Olst-Wijhe                              ;GM1773;1,6;
Wijk 12 Herxen;WK177312  ;Olst-Wijhe                              ;GM1773;1,4;
Wijk 10 Denekamp;WK177410  ;Dinkelland                              ;GM1774;1,2;
Wijk 11 Lattrop-Breklenkamp;WK177411  ;Dinkelland                              ;GM1774;1,6;
Wijk 12 Tilligte;WK177412  ;Dinkelland                              ;GM1774;1,5;
Wijk 13 Agelo;WK177413  ;Dinkelland                              ;GM1774;1,5;
Wijk 14 Noord Deurningen;WK177414  ;Dinkelland                              ;GM1774;1,3;
Wijk 15 Ootmarsum;WK177415  ;Dinkelland                              ;GM1774;1,3;
Wijk 16 Weerselo;WK177416  ;Dinkelland                              ;GM1774;1,4;
Wijk 17 Rossum;WK177417  ;Dinkelland                              ;GM1774;1,5;
Wijk 18 Saasveld;WK177418  ;Dinkelland                              ;GM1774;1,4;
Wijk 19 Deurningen;WK177419  ;Dinkelland                              ;GM1774;1,3;
Wijk 20 Nutter;WK177420  ;Dinkelland                              ;GM1774;1,5;
Wijk 21 Oud Ootmarsum;WK177421  ;Dinkelland                              ;GM1774;1,4;
Wijk 01 Naaldwijk;WK178301  ;Westland                                ;GM1783;1,0;
Wijk 02 Honselersdijk;WK178302  ;Westland                                ;GM1783;1,0;
Wijk 03 Maasdijk;WK178303  ;Westland                                ;GM1783;1,0;
Wijk 04 's-Gravenzande;WK178304  ;Westland                                ;GM1783;1,1;
Wijk 05 Monster;WK178305  ;Westland                                ;GM1783;1,1;
Wijk 06 Wateringen;WK178306  ;Westland                                ;GM1783;1,0;
Wijk 07 De Lier;WK178307  ;Westland                                ;GM1783;1,1;
Wijk 08 Kwintsheul;WK178308  ;Westland                                ;GM1783;1,1;
Wijk 09 Poeldijk;WK178309  ;Westland                                ;GM1783;1,1;
Wijk 10 Ter Heijde;WK178310  ;Westland                                ;GM1783;1,0;
Wijk 00 Schipluiden;WK184200  ;Midden-Delfland                         ;GM1842;1,1;
Wijk 01 Maasland;WK184201  ;Midden-Delfland                         ;GM1842;1,2;
Wijk 00 Borculo;WK185900  ;Berkelland                              ;GM1859;1,3;
Wijk 01 Eibergen;WK185901  ;Berkelland                              ;GM1859;1,2;
Wijk 02 Beltrum;WK185902  ;Berkelland                              ;GM1859;1,4;
Wijk 03 Neede;WK185903  ;Berkelland                              ;GM1859;1,3;
Wijk 04 Ruurlo;WK185904  ;Berkelland                              ;GM1859;1,3;
Wijk 00 Hengelo;WK187600  ;Bronckhorst                             ;GM1876;1,3;
Wijk 01 Zelhem;WK187601  ;Bronckhorst                             ;GM1876;1,4;
Wijk 02 Vorden;WK187602  ;Bronckhorst                             ;GM1876;1,3;
Wijk 03 Steenderen;WK187603  ;Bronckhorst                             ;GM1876;1,4;
Wijk 04 Hummelo en Keppel;WK187604  ;Bronckhorst                             ;GM1876;1,4;
Wijk 00 Limbrichterveld;WK188300  ;Sittard-Geleen                          ;GM1883;1,0;
Wijk 01 Sittard;WK188301  ;Sittard-Geleen                          ;GM1883;0,9;
Wijk 02 Overhoven;WK188302  ;Sittard-Geleen                          ;GM1883;1,0;
Wijk 03 Munstergeleen;WK188303  ;Sittard-Geleen                          ;GM1883;1,2;
Wijk 04 Guttecoven;WK188304  ;Sittard-Geleen                          ;GM1883;1,3;
Wijk 05 Geleen;WK188305  ;Sittard-Geleen                          ;GM1883;1,0;
Wijk 06 Holtum-Born;WK188306  ;Sittard-Geleen                          ;GM1883;1,3;
Wijk 07 Obbicht en Papenhoven;WK188307  ;Sittard-Geleen                          ;GM1883;1,3;
Wijk 00 Roelofarendsveen;WK188400  ;Kaag en Braassem                        ;GM1884;1,1;
Wijk 01 Overig Alkemade;WK188401  ;Kaag en Braassem                        ;GM1884;1,2;
Wijk 02 Woubrugge;WK188402  ;Kaag en Braassem                        ;GM1884;1,2;
Wijk 03 Rijnsaterwoude;WK188403  ;Kaag en Braassem                        ;GM1884;1,3;
Wijk 04 Leimuiden;WK188404  ;Kaag en Braassem                        ;GM1884;1,2;
Wijk 00 Centrum;WK189100  ;Dantumadiel                             ;GM1891;1,2;
Wijk 01 Oost;WK189101  ;Dantumadiel                             ;GM1891;1,4;
Wijk 02 Zuid;WK189102  ;Dantumadiel                             ;GM1891;1,2;
Wijk 03 West;WK189103  ;Dantumadiel                             ;GM1891;1,4;
Moerkapelle wijk 01;WK189201  ;Zuidplas                                ;GM1892;1,3;
Zevenhuizen wijk 02;WK189202  ;Zuidplas                                ;GM1892;1,2;
Moordrecht wijk 03;WK189203  ;Zuidplas                                ;GM1892;1,1;
Nieuwerkerk aan den IJssel wijk 04;WK189204  ;Zuidplas                                ;GM1892;1,1;
Wijk 00 Grashoek-Koningslust;WK189400  ;Peel en Maas                            ;GM1894;1,5;
Wijk 01 Panningen;WK189401  ;Peel en Maas                            ;GM1894;1,2;
Wijk 02 Kessel;WK189402  ;Peel en Maas                            ;GM1894;1,3;
Wijk 03 Maasbree;WK189403  ;Peel en Maas                            ;GM1894;1,1;
Wijk 04 Baarlo;WK189404  ;Peel en Maas                            ;GM1894;1,3;
Wijk 05 Meijel;WK189405  ;Peel en Maas                            ;GM1894;1,2;
Wijk 00 Winschoten;WK189500  ;Oldambt                                 ;GM1895;1,0;
Wijk 01 Finsterwolde;WK189501  ;Oldambt                                 ;GM1895;1,3;
Wijk 02 Drieborg;WK189502  ;Oldambt                                 ;GM1895;1,3;
Wijk 03 Beerta;WK189503  ;Oldambt                                 ;GM1895;1,1;
Wijk 04 Nieuw-Beerta;WK189504  ;Oldambt                                 ;GM1895;1,0;
Wijk 05 Nieuweschans;WK189505  ;Oldambt                                 ;GM1895;1,0;
Wijk 06 Scheemda-Heiligerlee;WK189506  ;Oldambt                                 ;GM1895;1,2;
Wijk 01 Westerlee;WK189507  ;Oldambt                                 ;GM1895;1,4;
Wijk 02 Noord;WK189508  ;Oldambt                                 ;GM1895;1,3;
Wijk 03 Midwolda;WK189509  ;Oldambt                                 ;GM1895;1,3;
Wijk 04 Nieuwolda;WK189510  ;Oldambt                                 ;GM1895;1,3;
Wijk 00 Genemuiden;WK189600  ;Zwartewaterland                         ;GM1896;1,2;
Wijk 01 Kamperzeedijk;WK189601  ;Zwartewaterland                         ;GM1896;1,3;
Wijk 02 Hasselt;WK189602  ;Zwartewaterland                         ;GM1896;1,2;
Wijk 03 Landelijk gebied Hasselt;WK189603  ;Zwartewaterland                         ;GM1896;1,5;
Wijk 04 Zwartsluis;WK189604  ;Zwartewaterland                         ;GM1896;1,1;
Wijk 05 Mastenbroek;WK189605  ;Zwartewaterland                         ;GM1896;1,2;
Wijk 00 Bolsward;WK190000  ;Súdwest-Fryslân                         ;GM1900;1,0;
Wijk 01 Sneek;WK190001  ;Súdwest-Fryslân                         ;GM1900;0,9;
Wijk 02 Nijefurd;WK190002  ;Súdwest-Fryslân                         ;GM1900;1,0;
Wijk 03 Koudum;WK190003  ;Súdwest-Fryslân                         ;GM1900;1,1;
Wijk 04 Hemelum;WK190004  ;Súdwest-Fryslân                         ;GM1900;1,1;
Wijk 05 IJlst;WK190005  ;Súdwest-Fryslân                         ;GM1900;1,2;
Wijk 06 Zuid IJlst;WK190006  ;Súdwest-Fryslân                         ;GM1900;1,3;
Wijk 07 Oost IJlst;WK190007  ;Súdwest-Fryslân                         ;GM1900;1,3;
Wijk 08 West IJlst;WK190008  ;Súdwest-Fryslân                         ;GM1900;1,2;
Wijk 09 Oosthem;WK190009  ;Súdwest-Fryslân                         ;GM1900;1,3;
Wijk 10 Noordwest IJlst;WK190010  ;Súdwest-Fryslân                         ;GM1900;1,5;
Wijk 11 Zuidoost IJlst;WK190011  ;Súdwest-Fryslân                         ;GM1900;1,3;
Wijk 12 Woudsend;WK190012  ;Súdwest-Fryslân                         ;GM1900;1,2;
Wijk 13 Bouwhoek;WK190013  ;Súdwest-Fryslân                         ;GM1900;1,3;
Wijk 14 Weidestreek Oost;WK190014  ;Súdwest-Fryslân                         ;GM1900;1,4;
Wijk 15 Weidestreek West;WK190015  ;Súdwest-Fryslân                         ;GM1900;1,4;
Wijk 16 Weidestreek Zuid;WK190016  ;Súdwest-Fryslân                         ;GM1900;1,4;
Wijk 17 Makkum;WK190017  ;Súdwest-Fryslân                         ;GM1900;1,1;
Wijk 18 Weidestreek Zuidwest;WK190018  ;Súdwest-Fryslân                         ;GM1900;1,4;
Wijk 19 Boarnsterhim;WK190019  ;Súdwest-Fryslân                         ;GM1900;1,4;
Wijk 20 Littenseradiel;WK190020  ;Súdwest-Fryslân                         ;GM1900;1,3;
Bodegraven-Noord;WK190101  ;Bodegraven-Reeuwijk                     ;GM1901;1,0;
Bodegraven-Zuid;WK190102  ;Bodegraven-Reeuwijk                     ;GM1901;1,1;
Nieuwerbrug aan den Rijn;WK190103  ;Bodegraven-Reeuwijk                     ;GM1901;1,3;
Reeuwijk-Dorp;WK190104  ;Bodegraven-Reeuwijk                     ;GM1901;1,2;
Reeuwijk-Brug;WK190105  ;Bodegraven-Reeuwijk                     ;GM1901;1,1;
Driebruggen;WK190106  ;Bodegraven-Reeuwijk                     ;GM1901;1,3;
Waarder;WK190107  ;Bodegraven-Reeuwijk                     ;GM1901;1,2;
Wijk 00 Eijsden;WK190300  ;Eijsden-Margraten                       ;GM1903;1,2;
Wijk 01 Gronsveld;WK190301  ;Eijsden-Margraten                       ;GM1903;1,3;
Wijk 02 Margraten;WK190302  ;Eijsden-Margraten                       ;GM1903;1,3;
Wijk 03 Cadier en Keer;WK190303  ;Eijsden-Margraten                       ;GM1903;1,2;
Wijk 04 Sint Geertruid;WK190304  ;Eijsden-Margraten                       ;GM1903;1,4;
Wijk 05 Mheer - Noorbeek;WK190305  ;Eijsden-Margraten                       ;GM1903;1,3;
Wijk 01 Maarssen;WK190401  ;Stichtse Vecht                          ;GM1904;1,1;
Wijk 02 Breukelen;WK190402  ;Stichtse Vecht                          ;GM1904;1,0;
Wijk 03 Loenen aan de Vecht;WK190403  ;Stichtse Vecht                          ;GM1904;1,2;
Wijk 04 Nieuwer Ter Aa;WK190404  ;Stichtse Vecht                          ;GM1904;1,4;
Wijk 05 Kockengen;WK190405  ;Stichtse Vecht                          ;GM1904;1,2;
Wijk 06 Vreeland;WK190406  ;Stichtse Vecht                          ;GM1904;1,3;
Wijk 07 Tienhoven;WK190407  ;Stichtse Vecht                          ;GM1904;1,3;
Wijk 08 Nigtevecht;WK190408  ;Stichtse Vecht                          ;GM1904;1,1;
Wijk 09 Nieuwersluis;WK190409  ;Stichtse Vecht                          ;GM1904;1,4;
Wijk 10 Loenersloot;WK190410  ;Stichtse Vecht                          ;GM1904;1,4;
Wijk 11 Oud Zuilen;WK190411  ;Stichtse Vecht                          ;GM1904;1,3;
Wijk 12 Maarssenbroek;WK190412  ;Stichtse Vecht                          ;GM1904;1,0;
Anna Paulowna;WK191101  ;Hollands Kroon                          ;GM1911;1,2;
Breezand;WK191102  ;Hollands Kroon                          ;GM1911;1,3;
Wieringerwaard;WK191103  ;Hollands Kroon                          ;GM1911;1,4;
Westerland;WK191104  ;Hollands Kroon                          ;GM1911;1,4;
Hippolytushoef;WK191105  ;Hollands Kroon                          ;GM1911;1,1;
Den Oever;WK191106  ;Hollands Kroon                          ;GM1911;1,2;
Wieringerwerf;WK191107  ;Hollands Kroon                          ;GM1911;1,1;
Kreileroord;WK191108  ;Hollands Kroon                          ;GM1911;1,3;
Slootdorp;WK191109  ;Hollands Kroon                          ;GM1911;1,2;
Middenmeer;WK191110  ;Hollands Kroon                          ;GM1911;1,0;
Kolhorn;WK191111  ;Hollands Kroon                          ;GM1911;1,4;
Barsingerhorn;WK191112  ;Hollands Kroon                          ;GM1911;1,3;
Haringhuizen;WK191113  ;Hollands Kroon                          ;GM1911;1,5;
Lutjewinkel;WK191114  ;Hollands Kroon                          ;GM1911;1,5;
Winkel;WK191115  ;Hollands Kroon                          ;GM1911;1,4;
Nieuwe Niedorp;WK191116  ;Hollands Kroon                          ;GM1911;1,3;
't Veld;WK191117  ;Hollands Kroon                          ;GM1911;1,3;
Zijdewind;WK191118  ;Hollands Kroon                          ;GM1911;1,5;
Oude Niedorp;WK191119  ;Hollands Kroon                          ;GM1911;1,6;
De Zijde / Duivenvoorde / Park Veursehou;WK191601  ;Leidschendam-Voorburg                   ;GM1916;0,9;
Prinsenhof;WK191602  ;Leidschendam-Voorburg                   ;GM1916;0,7;
